"timestamp", "json.doi"
"2017-04-06 13:17:21.153 -07:00","10.1093/ntr/ntr332"
"2017-04-06 13:17:19.718 -07:00","10.1093/ntr/ntr332"
"2017-04-06 13:17:19.238 -07:00","10.1038/nature21360"
"2017-04-06 13:17:18.826 -07:00","10.1093/ntr/ntr332"
"2017-04-06 13:17:17.181 -07:00","10.1093/ntr/ntr332"
"2017-04-06 13:17:16.178 -07:00","10.1093/ntr/ntr332"
"2017-04-06 13:17:15.202 -07:00","10.17226/23395"
"2017-04-06 13:17:14.461 -07:00","10.1038/nature21360"
"2017-04-06 13:17:12.512 -07:00","10.1080/09523367.2016.1243103"
"2017-04-06 13:17:12.451 -07:00","10.1073/pnas.1101595108"
"2017-04-06 13:16:49.787 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:16:49.184 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:16:48.858 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:16:45.244 -07:00","10.1016/j.buildenv.2016.02.013"
"2017-04-06 13:16:44.229 -07:00","10.1007/bf00993540"
"2017-04-06 13:16:44.053 -07:00","10.1038/nature21360"
"2017-04-06 13:16:42.197 -07:00","10.1007/bf00993540"
"2017-04-06 13:16:35.035 -07:00","10.1089/ast.2015.1422"
"2017-04-06 13:16:23.339 -07:00","10.1038/nature21360"
"2017-04-06 13:16:16.914 -07:00","10.1037/0022-3514.73.3.481"
"2017-04-06 13:16:14.907 -07:00","10.1080/09523367.2016.1243103"
"2017-04-06 13:16:03.272 -07:00","10.1038/nrg3296"
"2017-04-06 13:15:58.887 -07:00","10.1038/nrg3296"
"2017-04-06 13:15:58.831 -07:00","10.1073/pnas.1524861113"
"2017-04-06 13:15:51.542 -07:00","10.1115/omae2013-10120"
"2017-04-06 13:15:51.514 -07:00","10.1038/nrg3296"
"2017-04-06 13:15:51.380 -07:00","10.1038/nsmb.2089"
"2017-04-06 13:15:48.652 -07:00","10.1115/omae2013-10120"
"2017-04-06 13:15:47.387 -07:00","10.1038/nsmb.3159"
"2017-04-06 13:15:45.091 -07:00","10.1016/j.envpol.2012.07.021"
"2017-04-06 13:15:43.487 -07:00","10.1016/j.envpol.2012.07.021"
"2017-04-06 13:15:38.321 -07:00","10.1038/nsmb.3159"
"2017-04-06 13:15:36.896 -07:00","10.1016/j.appet.2012.01.012"
"2017-04-06 13:15:36.261 -07:00","10.1016/j.appet.2012.01.012"
"2017-04-06 13:15:34.875 -07:00","10.1016/j.appet.2012.01.012"
"2017-04-06 13:15:33.891 -07:00","10.1016/j.appet.2012.01.012"
"2017-04-06 13:15:32.150 -07:00","10.1016/j.appet.2012.01.012"
"2017-04-06 13:15:31.350 -07:00","10.1016/j.appet.2012.01.012"
"2017-04-06 13:15:28.208 -07:00","10.1093/molbev/msw163"
"2017-04-06 13:15:28.055 -07:00","10.1126/science.aaf3206"
"2017-04-06 13:15:23.237 -07:00","10.1016/s0306-4573(98)00068-5"
"2017-04-06 13:15:19.611 -07:00","10.1038/nature21360"
"2017-04-06 13:15:14.831 -07:00","10.1115/omae2013-10429"
"2017-04-06 13:15:13.990 -07:00","10.1115/omae2013-10429"
"2017-04-06 13:15:07.925 -07:00","10.16995/ntn.701"
"2017-04-06 13:15:06.728 -07:00","10.1021/es011460a"
"2017-04-06 13:15:05.473 -07:00","10.1021/es011460a"
"2017-04-06 13:14:49.447 -07:00","10.1038/nature21360"
"2017-04-06 13:14:48.943 -07:00","10.1126/science.aaf3206"
"2017-04-06 13:14:47.463 -07:00","10.1016/0887-8994(96)00153-1"
"2017-04-06 13:14:46.780 -07:00","10.1038/nm.2506"
"2017-04-06 13:14:45.114 -07:00","10.1038/nm.2506"
"2017-04-06 13:14:44.067 -07:00","10.1126/science.aaf3206"
"2017-04-06 13:14:37.143 -07:00","10.4161/org.7.4.17926"
"2017-04-06 13:14:33.298 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:14:32.655 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:14:29.388 -07:00","10.1089/ast.2015.1422"
"2017-04-06 13:14:24.708 -07:00","10.1523/jneurosci.2946-14.2015"
"2017-04-06 13:14:22.226 -07:00","10.1089/ast.2015.1422"
"2017-04-06 13:14:16.381 -07:00","10.1177/0963721411429458"
"2017-04-06 13:14:13.080 -07:00","10.4252/wjsc.v7.i5.815"
"2017-04-06 13:14:12.747 -07:00","10.1038/nature21360"
"2017-04-06 13:14:07.139 -07:00","10.1089/ast.2015.1422"
"2017-04-06 13:13:57.140 -07:00","10.1177/0963721411429458"
"2017-04-06 13:13:54.509 -07:00","10.1126/science.aaf3206"
"2017-04-06 13:13:54.155 -07:00","10.1016/j.matbio.2010.02.003"
"2017-04-06 13:13:51.339 -07:00","10.1016/j.matbio.2010.02.003"
"2017-04-06 13:13:49.580 -07:00","10.1016/j.biomaterials.2012.06.061"
"2017-04-06 13:13:47.784 -07:00","10.1016/j.biomaterials.2012.06.061"
"2017-04-06 13:13:46.518 -07:00","10.1002/qj.49709841707"
"2017-04-06 13:13:45.144 -07:00","10.1002/qj.49709841707"
"2017-04-06 13:13:37.185 -07:00","10.1016/j.amjcard.2013.12.036"
"2017-04-06 13:13:34.578 -07:00","10.1038/nature21360"
"2017-04-06 13:13:21.678 -07:00","10.1007/978-1-4612-4264-2_14"
"2017-04-06 13:13:20.856 -07:00","10.1007/978-1-4612-4264-2_14"
"2017-04-06 13:13:15.189 -07:00","10.1038/mt.2014.114"
"2017-04-06 13:13:08.080 -07:00","10.1103/physrevd.81.064009"
"2017-04-06 13:13:06.207 -07:00","10.1038/nature21360"
"2017-04-06 13:13:04.080 -07:00","10.1038/nature21360"
"2017-04-06 13:12:50.300 -07:00","10.1038/nature21360"
"2017-04-06 13:12:43.488 -07:00","10.1038/nature21360"
"2017-04-06 13:12:39.516 -07:00","10.5944/etfvi.6-7.0.14857"
"2017-04-06 13:12:27.569 -07:00","10.1109/hicss.2016.534"
"2017-04-06 13:12:21.012 -07:00","10.1038/nature21360"
"2017-04-06 13:12:20.573 -07:00","10.1038/nature21360"
"2017-04-06 13:12:19.667 -07:00","10.1016/j.mib.2011.07.015"
"2017-04-06 13:12:11.985 -07:00","10.1111/1529-1006.01431"
"2017-04-06 13:12:11.222 -07:00","10.1016/j.mib.2011.07.015"
"2017-04-06 13:12:00.904 -07:00","10.1038/nature21360"
"2017-04-06 13:11:55.013 -07:00","10.1038/nature21360"
"2017-04-06 13:11:37.984 -07:00","10.3109/00952990.2014.966198"
"2017-04-06 13:11:29.850 -07:00","10.1103/physrevlett.116.203001"
"2017-04-06 13:11:29.124 -07:00","10.1038/nature21360"
"2017-04-06 13:11:14.639 -07:00","10.1136/bmj.317.7164.1000"
"2017-04-06 13:11:13.468 -07:00","10.1051/0004-6361/201629263"
"2017-04-06 13:11:10.502 -07:00","10.18632/oncotarget.7173"
"2017-04-06 13:11:06.992 -07:00","10.1051/0004-6361/201629263"
"2017-04-06 13:11:04.422 -07:00","10.1038/npp.2015.150"
"2017-04-06 13:10:52.501 -07:00","10.1038/nature21360"
"2017-04-06 13:10:49.691 -07:00","10.1038/nature21360"
"2017-04-06 13:10:45.070 -07:00","10.1038/nature21360"
"2017-04-06 13:10:42.478 -07:00","10.1002/art.34412"
"2017-04-06 13:10:37.026 -07:00","10.1007/s10107-011-0487-6"
"2017-04-06 13:10:34.965 -07:00","10.1016/j.orl.2013.02.007"
"2017-04-06 13:10:29.714 -07:00","10.1038/ncb2922"
"2017-04-06 13:10:25.794 -07:00","10.1038/nature21360"
"2017-04-06 13:10:23.280 -07:00","10.1136/bmj.317.7164.1000"
"2017-04-06 13:10:16.827 -07:00","10.1038/nature21360"
"2017-04-06 13:10:09.398 -07:00","10.1002/humu.22074"
"2017-04-06 13:10:09.126 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:10:07.789 -07:00","10.1080/17452759.2012.679499"
"2017-04-06 13:10:04.128 -07:00","10.1161/circheartfailure.109.854943"
"2017-04-06 13:10:03.715 -07:00","10.3390/socsci4020276"
"2017-04-06 13:10:02.934 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:10:02.194 -07:00","10.1080/14622200310001656867"
"2017-04-06 13:09:58.493 -07:00","10.1080/17452759.2012.679499"
"2017-04-06 13:09:57.714 -07:00","10.1080/17452759.2012.679499"
"2017-04-06 13:09:56.576 -07:00","10.1007/s10107-011-0487-6"
"2017-04-06 13:09:47.516 -07:00","10.1007/s12110-003-1016-y"
"2017-04-06 13:09:46.761 -07:00","10.1007/s12110-003-1016-y"
"2017-04-06 13:09:44.703 -07:00","10.1016/j.leaqua.2006.01.001"
"2017-04-06 13:09:43.629 -07:00","10.1016/j.leaqua.2006.01.001"
"2017-04-06 13:09:40.905 -07:00","10.1073/pnas.1120682109"
"2017-04-06 13:09:37.756 -07:00","10.5430/ijba.v4n5p51"
"2017-04-06 13:09:37.653 -07:00","10.1038/nature21360"
"2017-04-06 13:09:37.101 -07:00","10.1038/nature21360"
"2017-04-06 13:09:35.112 -07:00","10.1126/scisignal.aab4068"
"2017-04-06 13:09:29.501 -07:00","10.1038/nature21360"
"2017-04-06 13:09:27.865 -07:00","10.1016/s0306-4573(98)00068-5"
"2017-04-06 13:09:26.653 -07:00","10.1038/nrg2579-c2"
"2017-04-06 13:09:20.228 -07:00","10.1126/scisignal.aab4068"
"2017-04-06 13:09:16.445 -07:00","10.1126/scisignal.aab4068"
"2017-04-06 13:09:12.493 -07:00","10.1126/science.aaf2939"
"2017-04-06 13:09:07.006 -07:00","10.1038/nature21360"
"2017-04-06 13:09:05.493 -07:00","10.1093/eurheartj/ehs373"
"2017-04-06 13:08:46.993 -07:00","10.1111/j.1755-0998.2011.03004.x"
"2017-04-06 13:08:46.709 -07:00","10.1111/j.1755-0998.2011.03004.x"
"2017-04-06 13:08:35.784 -07:00","10.1215/01636545-1988-41-93"
"2017-04-06 13:08:23.577 -07:00","10.1038/nature21360"
"2017-04-06 13:08:22.809 -07:00","10.1177/1077801209335491"
"2017-04-06 13:08:21.493 -07:00","10.1038/nature21360"
"2017-04-06 13:08:19.181 -07:00","10.1038/nm.2506"
"2017-04-06 13:08:18.371 -07:00","10.1038/nm.2506"
"2017-04-06 13:08:11.850 -07:00","10.1177/1077801209335491"
"2017-04-06 13:08:10.816 -07:00","10.1177/1077801209335491"
"2017-04-06 13:07:56.403 -07:00","10.1051/nss/2012010"
"2017-04-06 13:07:55.345 -07:00","10.1051/nss/2012010"
"2017-04-06 13:07:48.382 -07:00","10.1038/nature21360"
"2017-04-06 13:07:40.131 -07:00","10.1021/jp804087v"
"2017-04-06 13:07:31.714 -07:00","10.1093/ndt/gfq498"
"2017-04-06 13:07:31.340 -07:00","10.1073/pnas.0704079104"
"2017-04-06 13:07:30.932 -07:00","10.1038/nature21360"
"2017-04-06 13:07:27.803 -07:00","10.1038/nature21360"
"2017-04-06 13:07:21.115 -07:00","10.1126/scisignal.aab4068"
"2017-04-06 13:07:16.119 -07:00","10.1080/10615800903494127"
"2017-04-06 13:07:15.497 -07:00","10.1080/10615800903494127"
"2017-04-06 13:07:14.554 -07:00","10.1016/s0140-6736(12)60606-0"
"2017-04-06 13:07:13.041 -07:00","10.1113/jphysiol.1995.sp020767"
"2017-04-06 13:07:09.229 -07:00","10.1038/nature21360"
"2017-04-06 13:06:58.515 -07:00","10.1038/nature21360"
"2017-04-06 13:06:55.951 -07:00","10.1038/nature21360"
"2017-04-06 13:06:54.205 -07:00","10.1038/nature21360"
"2017-04-06 13:06:47.101 -07:00","10.1007/s10896-014-9633-2"
"2017-04-06 13:06:46.438 -07:00","10.1038/nature21360"
"2017-04-06 13:06:42.524 -07:00","10.1016/s0079-6123(10)83005-5"
"2017-04-06 13:06:39.955 -07:00","10.1016/j.chembiol.2015.11.004"
"2017-04-06 13:06:39.181 -07:00","10.1016/j.chembiol.2015.11.004"
"2017-04-06 13:06:38.122 -07:00","10.1016/s0079-6123(10)83005-5"
"2017-04-06 13:06:37.708 -07:00","10.1016/j.chembiol.2015.11.004"
"2017-04-06 13:06:37.165 -07:00","10.1016/s0079-6123(10)83005-5"
"2017-04-06 13:06:36.868 -07:00","10.1016/j.chembiol.2015.11.004"
"2017-04-06 13:06:35.593 -07:00","10.1016/j.chembiol.2015.11.004"
"2017-04-06 13:06:35.095 -07:00","10.1016/0378-1119(79)90004-0"
"2017-04-06 13:06:34.775 -07:00","10.1016/j.chembiol.2015.11.004"
"2017-04-06 13:06:24.640 -07:00","10.1016/0378-1119(79)90004-0"
"2017-04-06 13:06:23.738 -07:00","10.1016/0378-1119(79)90004-0"
"2017-04-06 13:06:21.798 -07:00","10.1051/0004-6361/201425141"
"2017-04-06 13:06:01.392 -07:00","10.1509/jmkg.73.5.90"
"2017-04-06 13:05:52.469 -07:00","10.1089/ars.2013.5803"
"2017-04-06 13:05:51.490 -07:00","10.1089/ars.2013.5803"
"2017-04-06 13:05:50.805 -07:00","10.1038/nature21360"
"2017-04-06 13:05:49.949 -07:00","10.1038/nature21360"
"2017-04-06 13:05:43.514 -07:00","10.1038/nature21360"
"2017-04-06 13:05:35.841 -07:00","10.1038/nature21360"
"2017-04-06 13:05:28.676 -07:00","10.1111/j.1469-7610.2010.02232.x"
"2017-04-06 13:05:26.586 -07:00","10.1002/cncr.28864"
"2017-04-06 13:05:22.886 -07:00","10.1038/nature21360"
"2017-04-06 13:05:12.827 -07:00","10.1038/nature21360"
"2017-04-06 13:05:01.061 -07:00","10.1038/mt.2014.178"
"2017-04-06 13:05:01.052 -07:00","10.1038/nature21360"
"2017-04-06 13:04:51.625 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:50.957 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:50.184 -07:00","10.1051/0004-6361/201425141"
"2017-04-06 13:04:48.784 -07:00","10.1038/nature21360"
"2017-04-06 13:04:47.942 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:47.299 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:44.269 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:43.749 -07:00","10.1080/00343404.2014.884275"
"2017-04-06 13:04:43.554 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:42.925 -07:00","10.1080/00343404.2014.884275"
"2017-04-06 13:04:32.186 -07:00","10.5005/jp-journals-10005-1034"
"2017-04-06 13:04:23.515 -07:00","10.1073/pnas.1509008112"
"2017-04-06 13:04:22.164 -07:00","10.1021/ja505574a"
"2017-04-06 13:04:22.088 -07:00","10.1073/pnas.1509008112"
"2017-04-06 13:04:18.094 -07:00","10.1073/pnas.1509008112"
"2017-04-06 13:04:17.345 -07:00","10.1073/pnas.1509008112"
"2017-04-06 13:04:15.427 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:14.553 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:13.347 -07:00","10.1073/pnas.1509008112"
"2017-04-06 13:04:13.039 -07:00","10.1111/j.1467-7687.2011.01105.x"
"2017-04-06 13:04:11.589 -07:00","10.1073/pnas.1509008112"
"2017-04-06 13:04:10.105 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:09.375 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:05.929 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:04:05.123 -07:00","10.1073/pnas.1218054109"
"2017-04-06 13:03:59.020 -07:00","10.1016/j.eatbeh.2014.03.015"
"2017-04-06 13:03:58.991 -07:00","10.1177/1065912914536470"
"2017-04-06 13:03:57.636 -07:00","10.1002/bies.201500007"
"2017-04-06 13:03:39.066 -07:00","10.1111/hojo.12018"
"2017-04-06 13:03:38.744 -07:00","10.1038/nature21360"
"2017-04-06 13:03:37.684 -07:00","10.1258/jrsm.98.10.459"
"2017-04-06 13:03:36.258 -07:00","10.1007/s12291-010-0062-6"
"2017-04-06 13:03:34.905 -07:00","10.1080/02699930802204677"
"2017-04-06 13:03:31.235 -07:00","10.1111/j.1467-7687.2011.01105.x"
"2017-04-06 13:03:30.390 -07:00","10.1037/0033-295x.107.2.261"
"2017-04-06 13:03:29.502 -07:00","10.1037/0033-295x.107.2.261"
"2017-04-06 13:03:28.562 -07:00","10.1037/0033-295x.107.2.261"
"2017-04-06 13:03:28.029 -07:00","10.1037/0033-295x.107.2.261"
"2017-04-06 13:03:26.983 -07:00","10.1037/0033-295x.107.2.261"
